904,,,Active,22-2-2011,Full time,دوام كامل,,,الإعلام الجديد,صحفي,,,,,,,,,,,,,,,,,,,
1642,,,Active,4-12-2017,Full time,دوام كامل,,,الإخراج ,مخرج صحفي,,,,,,,,,,,,,,,,,,,
1285,,,Active,1-3-2014,Full time,دوام كامل,,,التدقيق اللغوي,قائم بأعمال رئيس شعبة التدقيق اللغوي,,,,,,,,,,,,,,,,,,,
290,,,Active,1-1-2007,Full time,دوام كامل,,,قسم الأمن,موظف أمن,,,,,,,,,,,,,,,,,,,
686,,,Active,1-2-2007,Full time,دوام كامل,,,الإعلانات والتسويق,إداري إعلانات,,,,,,,,,,,,,,,,,,,
1683,,,Active,2-2-2019,Full time,دوام كامل,,,غرفة الأخبار,صحفي,,,,,,,,,,,,,,,,,,,
706,,,Active,1-6-2009,Full time,دوام كامل,,,غرفة الأخبار,نائب رئيس غرفة الأخبار,,,,,,,,,,,,,,,,,,,
734,,,Active,15-10-2009,Full time,دوام كامل,,, المالية,موظف مشتريات,,,,,,,,,,,,,,,,,,,
682,,,Active,15-2-2007,Full time,دوام كامل,,,غرفة الأخبار,صحفي,,,,,,,,,,,,,,,,,,,
713,,,Active,1-9-2009,Full time,دوام كامل,,,غرفة الأخبار,نائب رئيس غرفة الأخبار,,,,,,,,,,,,,,,,,,,
274,,,Active,1-1-2007,Full time,دوام كامل,,,قسم الأمن,موظف أمن,,,,,,,,,,,,,,,,,,,
63,,,Active,1-4-2013,Full time,دوام كامل,,, الخدمات الادارية,موظف خدمات,,,,,,,,,,,,,,,,,,,
1610,,,Active,12-8-2017,Full time,دوام كامل,,,التصوير,مصور صحفي,,,,,,,,,,,,,,,,,,,
728,,,Active,4-2-2010,Full time,دوام كامل,,,الأسرة والمجتمع,صحفي,,,,,,,,,,,,,,,,,,,
135,,,Active,1-3-2013,Full time,دوام كامل,,,الإخراج ,مخرج صحفي,,,,,,,,,,,,,,,,,,,
977,,,Active,11-10-2012,Full time,دوام كامل,,, الخدمات الادارية,موظف خدمات,,,,,,,,,,,,,,,,,,,
1611,,,Active,12-8-2017,Full time,دوام كامل,,,إدارة التحرير,مدير التحرير,,,,,,,,,,,,,,,,,,,
667,,,Active,15-8-2006,Part time,دوام جزئي,,,الإخراج ,سكرتير التحرير,,,,,,,,,,,,,,,,,,,
689,,,Active,12-3-2007,Full time,دوام كامل,,, الخدمات الادارية,رئيس شعبة الخدمات الادارية,,,,,,,,,,,,,,,,,,,
634,,,Active,1-1-2007,Full time,دوام كامل,,,قسم الأمن,موظف أمن,,,,,,,,,,,,,,,,,,,
23,,,Active,10-11-2012,Full time,دوام كامل,,,غرفة الأخبار,صحفي,,,,,,,,,,,,,,,,,,,
1612,,,Active,21-8-2017,Full time,دوام كامل,,,غرفة الأخبار,صحفي,,,,,,,,,,,,,,,,,,,
1444,,,Active,1-4-2015,Full time,دوام كامل,,,الأسرة والمجتمع,صحفي,,,,,,,,,,,,,,,,,,,
944,,,Active,16-12-2011,Part time,دوام كامل,,,الإخراج ,مخرج صحفي,,,,,,,,,,,,,,,,,,,
668,,,Active,1-6-2007,Full time,دوام كامل,,,الشؤون الإدارية والمالية,المدير الإداري والمالي,,,,,,,,,,,,,,,,,,,
859,,,Active,1-3-2013,Full time,دوام كامل,,,مركز التدريب,مدير مركز فلسطين للتدريب والتطوير,,,,,,,,,,,,,,,,,,,
669,,,Active,15-10-2006,Part time,دوام جزئي,,, المالية,المدقق المالي,,,,,,,,,,,,,,,,,,,
696,,,Active,2-12-2007,Full time,دوام كامل,,,التصوير,رئيس شعبة التصوير,,,,,,,,,,,,,,,,,,,
1523,,,Active,15-5-2016,Full time,دوام كامل,,,غرفة الأخبار,صحفي,,,,,,,,,,,,,,,,,,,
715,,,Active,1-12-2008,Part time,دوام كامل,,,التدقيق اللغوي,مدقق لغوي,,,,,,,,,,,,,,,,,,,
4,,,Active,1-1-2007,Full time,دوام كامل,,,غرفة الأخبار,صحفي,,,,,,,,,,,,,,,,,,,
97,,,Active,1-10-2007,Full time,دوام كامل,,,المالية,إداري,,,,,,,,,,,,,,,,,,,
1393,,,Active,1-12-2010,Full time,دوام كامل,,,غرفة الأخبار,صحفي,,,,,,,,,,,,,,,,,,,
234,,,Active,1-1-2008,Full time,دوام كامل,,,الحاسوب,فني حاسوب وصيانة,,,,,,,,,,,,,,,,,,,
1710,,,Active,6-8-2019,Part time,دوام كامل,,,غرفة الأخبار,صحفي,,,,,,,,,,,,,,,,,,,
